mechanism,base_rate,group_gap,seed,aggregation,statistic,statistic_max,statistic_mean,statistic_weighted,statistic_mi,eo_gap,tpr_gap,fpr_gap,dp_gap,eo_base,dp_base,eo_gap_delta,dp_gap_delta
mcar,0.15,0.2,8,max,0.1382913130243345,0.1382913130243345,0.08877047693295873,0.10744718874046241,0.07396829247039372,0.35718728072973144,0.35718728072973144,0.24301167582417582,0.32834267771559217,0.3832046947757862,0.34238323933805703,-0.026017414046054788,-0.014040561622464864
mcar,0.15,0.2,9,max,0.18291298353742602,0.18291298353742602,0.12267750901276162,0.13926171434799425,0.11268314379418068,0.31862504499198324,0.31862504499198324,0.1958833833833834,0.29437768261541725,0.325251137070122,0.30098636280567614,-0.006626092078138746,-0.006608680190258898
mcar,0.15,0.3,0,max,0.28291571753986333,0.28291571753986333,0.17312072892938496,0.22920896774967028,0.0931794407466619,0.30641383434665603,0.30641383434665603,0.20758670853923242,0.2914312744965536,0.3266636765341041,0.29512771996215703,-0.020249842187448075,-0.0036964454656034373
mcar,0.15,0.3,1,max,0.2845601436265709,0.2845601436265709,0.21813285457809695,0.25926332276821007,0.2437381766173483,0.330115303815129,0.330115303815129,0.23922976501305482,0.30592186513139896,0.40913610340458967,0.3470200036801334,-0.07902079958946068,-0.04109813854873445
mcar,0.15,0.3,2,max,0.2519049753473779,0.2519049753473779,0.16862393545495294,0.19411625514623934,0.15932523847097949,0.24801229208331305,0.24801229208331305,0.2143109802713404,0.2650158898305085,0.30255434694242556,0.2799258474576271,-0.05454205485911251,-0.014909957627118609
mcar,0.15,0.3,3,max,0.28378985181859,0.28378985181859,0.1803322855859901,0.2206597945890439,0.11386938577328702,0.28246464646464653,0.28246464646464653,0.19170412563337108,0.270360640076427,0.2965656565656566,0.26353395430300136,-0.014101010101010059,0.006826685773425656
mcar,0.15,0.3,4,max,0.2781818181818182,0.2781818181818182,0.15890909090909092,0.2213199500728105,0.21911132904251604,0.2793420272673384,0.2793420272673384,0.17444959844918304,0.25094353921940127,0.32191431205954024,0.27618037135278517,-0.04257228479220182,-0.025236832133383902
mcar,0.15,0.3,5,max,0.22419281491587084,0.22419281491587084,0.12933151432469303,0.16822184230269607,0.19319060580749764,0.22089489235964543,0.22089489235964543,0.16760206131138888,0.2332021138912856,0.29497678345293377,0.2848899913718723,-0.07408189109328833,-0.05168787748058673
mcar,0.15,0.3,6,max,0.2978819287967553,0.2978819287967553,0.22848129788192878,0.2546110202989601,0.23630943762274723,0.29455473716729264,0.29455473716729264,0.25090831986613027,0.30209471524131865,0.328951433263418,0.30446659382245556,-0.03439669609612539,-0.0023718785811369103
mcar,0.15,0.3,7,max,0.29343456900401965,0.29343456900401965,0.1752568110763734,0.21381323302643027,0.2248998096344155,0.22411449787015392,0.22411449787015392,0.148012962647109,0.23587369420702756,0.28979994364609746,0.2700617283950617,-0.06568544577594354,-0.03418803418803415
mcar,0.15,0.3,8,max,0.20698924731182797,0.20698924731182797,0.13306451612903225,0.16084108709556738,0.10717965066359643,0.3432576385788097,0.3432576385788097,0.2390224358974359,0.32041994299072063,0.3832046947757862,0.34238323933805703,-0.03994705619697653,-0.021963296347336403
